,Дата,День недели,Номенклатура,КоличествоОборот,СуммаВыручкиБезНДСОборот,Себестоимость,"Высота профиля, %","Высота шины, мм",Индекс нагрузки,Комплектность,Максимальная нагрузка,Наружный диаметр шины,Норма слойности,"Посадочный диаметр, дюйм",Предполагаемый контрагент,Сезон,Ширина профиля,Страна происхождения,Сезонная группа,remains_morning,remains_evening
1292,2020-07-16,3,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1293,2020-07-17,4,49775,6.0,1968.42,['1724.61'],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1294,2020-07-18,5,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1295,2020-07-19,6,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1296,2020-07-20,0,49775,2.0,664.1,['582.04'],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1297,2020-07-21,1,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1298,2020-07-22,2,49775,2.0,663.34,['577.7'],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1299,2020-07-23,3,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1300,2020-07-24,4,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1301,2020-07-25,5,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1302,2020-07-26,6,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1303,2020-07-27,0,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1304,2020-07-28,1,49775,1.0,323.68,['291.02'],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1305,2020-07-29,2,49775,6.0,1970.56,"['1153.32', '577.8']",,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1306,2020-07-30,3,49775,2.0,699.6,['574.87'],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1307,2020-07-31,4,49775,2.0,713.88,['582.04'],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1308,2020-08-01,5,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1309,2020-08-02,6,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1310,2020-08-03,0,49775,4.0,1399.8,"['877.8', '300']",,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1311,2020-08-04,1,49775,4.0,1280.0,['1152.58'],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1312,2020-08-05,2,49775,4.0,1229.6,['1150.91'],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1313,2020-08-06,3,49775,3.0,1022.88,['857.05'],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1314,2020-08-07,4,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1315,2020-08-08,5,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1316,2020-08-09,6,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1317,2020-08-10,0,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1318,2020-08-11,1,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1319,2020-08-12,2,49775,1.0,337.03,['285.68'],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1320,2020-08-13,3,49775,2.0,662.78,['571.37'],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1321,2020-08-14,4,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1322,2020-08-15,5,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1323,2020-08-16,6,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1324,2020-08-17,0,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1325,2020-08-18,1,49775,6.0,1980.0,['1715.31'],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1326,2020-08-19,2,49775,4.0,1266.64,['1164.08'],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1327,2020-08-20,3,49775,4.0,1304.0,['1140.56'],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
1328,2020-08-21,4,49775,0.0,0.0,[],,1080.0,149/145,,,,,R20,Кама Торговый дом,,297,РОССИЯ,41_апр-окт,0,0
